I,J,M_lda_ij,SD_lda_ij,M_omega_ij,SD_omega_ij
35,55,0.02618922,0.03371262,3.88415449,0.34288708
36,1,-0.12760526,0.04882437,-5.00593336,0.42324565
36,2,-0.088336,0.03999094,-5.45153302,0.44793417
36,3,-0.29194602,0.06274841,2.56295958,0.17263318
36,4,0.02151887,0.05929213,4.60226942,0.66913466
36,5,0.17234085,0.05853694,-0.14435793,0.14422369
36,6,-0.22452574,0.05091488,5.28413138,0.69862157
36,7,0.17078216,0.07094694,0.06254524,0.16151142
36,8,0.13696145,0.04576511,5.85892958,0.94091809
36,9,-0.11873507,0.04920789,6.0722626,0.81812653
36,10,-0.09598028,0.05683703,6.12933482,0.85385355
36,11,0.25025808,0.10942957,-0.96586428,0.10132041
36,12,0.02589926,0.0265663,-3.60103001,0.49672522
36,13,-0.14716438,0.05702119,-7.636345,0.63265586
36,14,0.16129439,0.06814176,-7.36197879,0.59434769
36,15,0.01401332,0.03036372,-6.71239687,0.5848528
36,16,0.01833452,0.03420122,-6.55742161,0.56798309
36,17,0.0452438,0.03140064,-3.36159076,0.3333465
36,18,-0.01997444,0.01611228,-2.83863563,0.53318289
36,19,0.02002646,0.02094006,-4.22661742,0.46023921
36,20,0.00023137,0.02005558,-3.19334037,0.70781631
36,21,0.07134124,0.05357884,4.60625321,0.68014975
36,22,0.08558291,0.05392812,3.03951644,0.34915427
36,23,-0.06201123,0.02391328,3.36402847,0.42625322
36,24,0.18600358,0.05505039,5.90852859,0.62192706
36,25,-0.19288576,0.04046964,4.82278974,0.43158831
36,26,0.0793674,0.04238633,4.47025326,0.63215634
36,27,-0.57994424,0.21265728,2.60877822,0.55714647
36,28,0.51078003,0.08675735,2.34599345,0.69007219
36,29,0.0008243,0.05387064,4.51927312,0.54225814
36,30,0.15416766,0.05534563,4.65360187,0.80653179
36,31,-0.14708874,0.11103586,2.29330747,0.52276746
36,32,0.05131646,0.02884471,6.67453618,1.0522652
36,33,-0.12233218,0.04606912,6.40657701,0.75643141
36,34,-0.54726525,0.07735486,7.63464692,1.18286432
36,35,-0.2595558,0.04291871,7.26747362,1.18848621
36,36,1.73042446,0.13082483,7.4153292,0.96396028
36,37,-0.47544016,0.05864662,7.6734448,1.06293255
36,38,0.07006093,0.06713489,4.03315446,0.75476029
36,39,-0.04492736,0.09372899,-0.34279448,0.10864676
36,40,-0.20174371,0.06649921,0.44551292,0.08168744
36,41,-0.09448836,0.05657596,7.83434264,1.28460591
36,42,0.00295613,0.02421088,9.68170208,1.87373727
36,43,-0.03308001,0.04576423,8.09614019,1.42303472
36,44,0.2293925,0.0932296,4.62280703,1.04493193
36,45,-0.2619043,0.08041036,5.47076225,0.92520149
36,46,0.3246537,0.07814065,4.54600183,0.57026103
36,47,0.09440014,0.04363611,4.84997452,0.93672592
36,48,-0.13318189,0.03641013,7.33604582,1.29647817
36,49,0.03502008,0.06736948,5.91332485,0.94669825
36,50,-0.19110474,0.06728851,4.63866055,1.12798227
36,51,0.32496571,0.07389399,2.70224674,0.78217815
36,52,-0.10512051,0.05990137,4.34619872,1.01865982
36,53,0.03102537,0.15891799,4.46131772,0.87319489
36,54,-0.18472391,0.0952324,-1.20926097,0.16641888
36,55,-0.1233199,0.0535022,3.67075295,0.27114703
37,1,0.28628604,0.11239982,-5.83396572,0.45164918
37,2,0.2633477,0.05405804,-6.00007867,0.46280202
37,3,-0.24636241,0.07367567,2.76943439,0.16419126
37,4,-0.1608392,0.06286968,5.03039305,0.73958686
37,5,0.06085845,0.08767677,-0.30634536,0.19790403
37,6,-0.19159047,0.09410158,5.97441297,0.8169257
37,7,0.02411356,0.06087811,0.17585212,0.19285831
37,8,-0.11996827,0.04458862,6.65905403,1.09693885
37,9,0.29901991,0.10742726,6.77259397,0.9239007
37,10,0.13279045,0.10976206,6.97953398,0.96158465
37,11,0.36142338,0.15742808,-1.13494691,0.10722434
37,12,-0.07530446,0.02886282,-3.57193069,0.51873168
37,13,0.07767319,0.05270977,-8.44327162,0.67936048
37,14,-0.17682566,0.07566269,-8.0160321,0.68341152
37,15,-0.05893238,0.03105818,-7.40215973,0.62366233
37,16,-0.13927574,0.04782537,-7.10933239,0.58456491
37,17,0.14758354,0.03870652,-3.49979543,0.34407307
37,18,-0.05567892,0.0183813,-2.49648306,0.73723743
37,19,0.07406618,0.02536676,-4.44155193,0.57880162
37,20,0.0158114,0.0336453,-3.19676295,0.85956873
37,21,0.06053323,0.07958796,5.11013697,0.80748546
37,22,0.17717716,0.11196132,3.30372064,0.3808949
37,23,0.03379875,0.02622704,3.72474642,0.53091567
37,24,-0.18011786,0.04579603,6.61537761,0.74476801
37,25,0.18465647,0.05955406,5.30823575,0.47683039
37,26,-0.26273081,0.07490417,4.90177024,0.71372443
37,27,0.37611354,0.15060148,2.85507024,0.63242412
37,28,-0.50874971,0.28992429,2.73690217,0.79407536
37,29,-0.04253135,0.04847357,4.99398815,0.62913807
37,30,-1.60302496,0.12327373,6.22011673,1.03407711
37,31,0.40648968,0.09426705,2.51356767,0.60184519
37,32,-0.23218324,0.0303105,8.19973905,1.2679913
37,33,-0.28792454,0.06294278,7.04957331,0.86416585
37,34,0.02254433,0.04365883,8.3504166,1.36697735
37,35,-0.15894321,0.0338141,8.11988803,1.39455874
37,36,-0.47544016,0.05864662,7.6734448,1.06293255
37,37,2.03707448,0.09556185,10.07057571,1.39840303
37,38,0.18119483,0.10977949,4.5599814,0.87696708
37,39,-0.84311294,0.1765953,-0.13235773,0.11923275
37,40,0.15108304,0.06290325,0.45689757,0.07914384
37,41,0.37267957,0.09621332,9.15941853,1.52699618
37,42,-0.03950443,0.03834018,11.26815769,2.24630996
37,43,0.11047611,0.04401676,9.39829141,1.68299721
37,44,-0.35833313,0.05443426,5.61294406,1.22483337
37,45,-0.03643141,0.0777335,6.15824941,1.04397545
37,46,-0.09105238,0.09732506,5.1729707,0.64507114
37,47,0.09033701,0.04271766,5.47582949,1.08380945
37,48,0.21366101,0.03754179,8.13892775,1.47881212
37,49,-0.42957588,0.13201771,6.70647363,1.12376738
37,50,-0.09132673,0.04811035,5.19216654,1.32547096
37,51,0.26405865,0.12466737,3.13130386,0.92444866
37,52,0.08517817,0.07280075,5.00723063,1.18570952
37,53,-0.50844588,0.09599801,5.10825733,1.02508543
37,54,0.10327302,0.05103677,-1.39690746,0.16622111
37,55,0.47038097,0.12352603,4.11144959,0.28294814
38,1,0.42483603,0.16096196,-3.30863063,0.24700721
38,2,-0.08936627,0.11082869,-3.41448334,0.27526255
38,3,-0.82138802,0.37171214,1.82518995,0.21484731
38,4,-0.08728246,0.13603457,2.8800386,0.56505313
38,5,0.14577781,0.05974621,-0.15584252,0.07231574
38,6,-1.53048224,0.06361521,3.7601917,0.6313155
38,7,-0.19636599,0.09639348,0.44781405,0.09354251
38,8,0.1840031,0.117703,3.71609398,0.79384073
38,9,0.12931511,0.06062418,3.80577987,0.7182589
38,10,0.18148288,0.1123192,3.77683171,0.71445743
38,11,0.94765649,0.33207954,-0.42269557,0.04655605
38,12,0.17165547,0.10112399,-2.60403065,0.31242593
38,13,-0.07705895,0.06370408,-4.88636378,0.36030016
38,14,-0.08427153,0.05742392,-4.69444336,0.34092844
38,15,-0.20958358,0.05895329,-4.38504723,0.3384046
38,16,0.03580258,0.03754409,-4.31148222,0.34909635
38,17,-0.14984982,0.1117281,-2.07174519,0.23495378
38,18,0.0383267,0.02433693,-2.37538473,0.38770739
38,19,0.08302714,0.03452744,-2.90084457,0.309652
38,20,-0.03088766,0.03315856,-2.31072938,0.39992305
38,21,0.25897326,0.08864974,2.81103028,0.56833225
38,22,-0.14195532,0.1227792,1.95626411,0.3566166
38,23,-0.06045171,0.02500381,1.8909241,0.38561169
38,24,-0.15383004,0.06287579,3.60388949,0.60126339
38,25,0.22191187,0.11413859,2.86969847,0.39659122
38,26,-0.17283781,0.11383778,2.70038904,0.53758112
38,27,0.02728438,0.25787099,1.98089334,0.46135262
38,28,-0.76546817,0.45032926,1.77528758,0.54099406
38,29,-0.03585149,0.06861295,2.69671798,0.45968216
38,30,0.0523635,0.1212099,2.73682097,0.60563314
38,31,-0.24582789,0.1033923,1.40757573,0.36521828
38,32,-0.00447158,0.03670394,4.01364262,0.84337832
38,33,0.04281607,0.08796688,3.7662351,0.65133537
38,34,-0.03265615,0.06937148,4.48043118,0.96251696
38,35,-0.41472593,0.0743945,4.57716007,0.98165951
38,36,0.07006093,0.06713489,4.03315446,0.75476029
38,37,0.18119483,0.10977949,4.5599814,0.87696708
38,38,3.26115898,0.2934314,3.3132551,0.65552774
38,39,-0.9361559,0.18013828,-0.0772441,0.0581933
38,40,-0.12635511,0.08523914,0.51951137,0.06384007
38,41,0.2551699,0.08647058,4.94059756,1.07088772
38,42,-0.00430801,0.04127419,6.70226007,1.61456418
38,43,-0.0468544,0.05924382,5.11036661,1.19841066
38,44,-0.19560882,0.09219057,3.31782114,0.85512184
38,45,0.08111885,0.11476296,3.51815675,0.75699746
38,46,-0.21517401,0.11870114,3.02296021,0.52950195
38,47,0.0044343,0.04760882,3.14634047,0.75227362
38,48,-0.21403095,0.07591162,4.50966866,1.05695733
38,49,-0.13443745,0.05424649,3.69572688,0.78184166
38,50,-0.16478838,0.06901013,2.83236942,0.81446905
38,51,0.3819948,0.19444657,1.87947416,0.58347096
38,52,-0.1601856,0.12172916,2.99874153,0.81809334
38,53,-0.11131842,0.24838107,2.98625011,0.7229402
38,54,-0.14260909,0.12417529,-0.68586326,0.0596189
38,55,0.35355268,0.15719777,2.33252377,0.26623618
39,1,0.31192501,0.18235282,1.56358221,0.4162928
39,2,-1.71180812,0.65846609,2.44006974,0.56842495
39,3,0.63471002,0.37153937,-0.21789539,0.08386485
39,4,0.33953403,0.13922443,-0.55507618,0.10017648
39,5,-0.09083374,0.09966142,0.36219352,0.0848067
39,6,0.12408081,0.12059875,-0.20300011,0.10235771
39,7,-1.25223244,0.46695804,0.74161828,0.11156207
39,8,0.07680746,0.12553065,-1.23657476,0.13309096
39,9,-0.08001576,0.11941313,-1.28470961,0.17219013
39,10,0.63589587,0.20579337,-1.14031841,0.15936367
39,11,-2.038368,0.5402991,0.30646196,0.06647766
39,12,0.3561104,0.18010602,3.64365452,0.88664594
39,13,0.19465043,0.10636894,1.3519993,0.43489739
39,14,0.37566327,0.17558794,1.48915542,0.45618852
39,15,0.25710655,0.11523932,1.91797062,0.53872482
39,16,0.04999762,0.070453,2.23518465,0.58979487
39,17,-0.26037211,0.16210853,2.87599713,0.67531939
39,18,-0.12907914,0.04417412,3.45425536,0.78679218
39,19,-0.35980249,0.07413062,3.29374916,0.7684481
39,20,-0.03811332,0.04384566,3.18502847,0.71799132
39,21,-0.05667502,0.1081153,-0.48198766,0.07148969
39,22,-0.15841556,0.13045733,-0.36197776,0.05950233
39,23,0.20881226,0.08515995,0.81700314,0.14903206
39,24,0.36768958,0.09085111,-0.72742121,0.13261778
39,25,0.1301589,0.16437955,-0.42666138,0.12634256
39,26,-0.21099201,0.24045814,-0.42588768,0.08099698
39,27,0.76500295,0.26832312,-0.4812703,0.05311457
39,28,0.5635222,0.29743383,-0.54498925,0.0602972
39,29,0.01154904,0.0814093,-0.37233819,0.07282292
39,30,-0.66541179,0.15391635,0.1986051,0.07013984
39,31,-0.5551392,0.25957251,0.04593531,0.03469133
39,32,0.3303849,0.12122089,-0.52440098,0.09770932
39,33,0.16384932,0.07843204,-0.47688322,0.11818986
39,34,-0.74958704,0.159342,-0.24484887,0.07615154
39,35,0.42523517,0.13893765,-0.56125114,0.10779914
39,36,-0.04492736,0.09372899,-0.34279448,0.10864676
39,37,-0.84311294,0.1765953,-0.13235773,0.11923275
39,38,-0.9361559,0.18013828,-0.0772441,0.0581933
39,39,6.97860672,1.99859971,1.29710344,0.22283315
39,40,-1.09132663,0.508574,0.57490854,0.07687826
39,41,-0.10412561,0.1170202,-0.8912557,0.12615486
39,42,0.20989517,0.05132161,-1.03005114,0.13246642
39,43,0.08509043,0.08274462,-1.01598735,0.10131255
39,44,-0.27932064,0.09065959,-0.42858519,0.06765517
39,45,0.18977529,0.14763893,-1.00082788,0.11996929
39,46,-0.24949373,0.13979755,-0.69847892,0.12716735
39,47,-0.09174173,0.05718915,-0.96017731,0.10356341
39,48,-0.09599496,0.08407972,-1.25532374,0.12812013
39,49,-0.03987331,0.0808499,-1.32255425,0.1506196
39,50,0.526565,0.1747363,-1.08868911,0.10849536
39,51,-0.14172299,0.19128538,-0.62546515,0.06417368
39,52,0.51400535,0.36622216,-0.85065291,0.09907367
39,53,-0.18805339,0.47842985,-0.87524503,0.09115769
39,54,0.15662609,0.10128348,0.08175449,0.07641879
39,55,-0.80602008,0.15288758,-0.44958612,0.14669322
40,1,-0.28906776,0.13774804,0.41618734,0.14883893
40,2,0.05634291,0.06925717,0.95343832,0.22906703
40,3,-1.48246411,0.60238117,0.46207413,0.03913311
40,4,-0.78665002,0.1744231,0.51358652,0.06232407
40,5,-0.49495078,0.05946663,0.4376971,0.05570599
40,6,-0.51259477,0.12765281,0.66078196,0.06178714
40,7,0.35420104,0.18235371,0.45922822,0.06020288
40,8,0.2318646,0.06059555,0.04492966,0.0729568
40,9,-0.04862958,0.06709778,-0.01695952,0.07993041
40,10,-0.17192833,0.06872006,0.13450126,0.08197281
40,11,-1.43101308,0.71073942,0.0638886,0.02022515
40,12,-0.6281077,0.23634288,2.85172251,0.64362423
40,13,0.14289375,0.07343658,-0.28905215,0.09764978
40,14,0.03930216,0.04056035,-0.16594612,0.11789947
40,15,0.0888618,0.06375909,0.2898956,0.17609289
40,16,0.14306361,0.10675644,0.42462151,0.23710244
40,17,0.17998311,0.13689123,1.82464369,0.43959895
40,18,0.11262473,0.03609171,1.65870196,0.46530849
40,19,0.14196789,0.08554404,1.33779379,0.34768428
40,20,-0.0503418,0.02290294,1.92018858,0.36811585
40,21,0.43029978,0.12075773,0.53234485,0.04708733
40,22,-0.18637674,0.09555163,0.27396898,0.03422264
40,23,0.05877879,0.03116981,1.24629051,0.17482496
40,24,0.26995892,0.0620245,0.44273497,0.04960237
40,25,0.30264864,0.11665825,0.43647768,0.06199582
40,26,-0.14049938,0.07259261,0.41436673,0.0549305
40,27,0.42988386,0.39467976,0.0417363,0.03490343
40,28,-0.72513716,0.26708344,-0.01337717,0.0469403
40,29,-0.19973326,0.14033062,0.37093302,0.06021969
40,30,0.01873466,0.08269256,0.35706119,0.06459402
40,31,0.21830519,0.12075528,0.1958638,0.03339554
40,32,0.00321878,0.05739033,0.3457929,0.06907462
40,33,0.33146464,0.08043328,0.34420456,0.06938163
40,34,0.12760299,0.03782741,0.49696831,0.08139719
40,35,-0.01637217,0.0602354,0.55340293,0.08702904
40,36,-0.20174371,0.06649921,0.44551292,0.08168744
40,37,0.15108304,0.06290325,0.45689757,0.07914384
40,38,-0.12635511,0.08523914,0.51951137,0.06384007
40,39,-1.09132663,0.508574,0.57490854,0.07687826
40,40,4.56227288,1.31122293,1.03422929,0.14189222
40,41,0.02227162,0.07691949,0.42802227,0.09377651
40,42,-0.55513271,0.15473828,1.08531753,0.13095376
40,43,0.01231547,0.06684954,0.29360631,0.07135748
40,44,-0.1576821,0.06797371,0.44468996,0.07044832
40,45,-0.10097597,0.21749355,0.12445519,0.07911008
40,46,0.09488432,0.20668439,0.17482369,0.06069499
40,47,0.02518982,0.07089353,0.06885795,0.08832668
40,48,0.08537958,0.07246961,0.10653102,0.07090471
40,49,0.04929052,0.07481023,-0.06667876,0.09504411
40,50,0.12530523,0.05087961,-0.16815558,0.08096939
40,51,0.15085727,0.08422202,0.04306705,0.05049953
40,52,0.21603443,0.0885017,-0.02451872,0.0685583
40,53,0.9123174,0.37725488,-0.05431403,0.05861784
40,54,-0.04215167,0.08850594,-0.1995419,0.03524649
40,55,0.18268385,0.06500898,0.12167708,0.05940535
41,1,0.05108337,0.04229047,-6.9167797,0.48730861
41,2,-0.19666738,0.09687547,-6.48987746,0.39951648
41,3,-0.1534337,0.09668714,3.18098891,0.23657078
41,4,0.06255625,0.09640679,6.17129793,1.03380354
41,5,0.09301715,0.0628437,-0.77425357,0.17346996
41,6,-0.17386593,0.13776292,6.72228677,1.03090529
41,7,0.08031837,0.05203018,-0.18532081,0.21378596
41,8,-0.02386116,0.03421283,9.53126047,1.64397076
41,9,-0.02888345,0.03877255,9.46733005,1.39077934
41,10,-0.0718953,0.06101456,9.17374544,1.40172754
41,11,-0.15595127,0.11326339,-0.76799198,0.12783825
41,12,-0.06942864,0.02475545,-3.03385914,0.40796257
41,13,0.00620327,0.04212025,-9.43876899,0.7432753
41,14,0.03172296,0.03373371,-8.93667114,0.71994748
41,15,0.01064104,0.02231901,-8.35412437,0.65788372
41,16,-0.02116523,0.02328824,-8.10206073,0.61190613
41,17,0.16314373,0.03155083,-3.83638925,0.26485443
41,18,-0.11847072,0.01816234,-1.16479547,0.57381335
41,19,0.1495731,0.04731765,-4.80145554,0.56649419
41,20,0.05484488,0.01918071,-2.84199548,0.85834222
41,21,-0.06264534,0.04008483,5.74815741,1.00160195
41,22,0.06240724,0.09187003,4.08157248,0.55892624
41,23,-0.013676,0.01871172,4.69039629,0.6231701
41,24,-0.22702925,0.03744588,7.54441764,0.92894739
41,25,0.21580817,0.07505863,5.77658578,0.58697259
41,26,0.07140458,0.07245509,5.45068839,0.8702596
41,27,-0.29311234,0.13497816,4.41724077,0.87074808
41,28,-0.29030173,0.1127991,4.7580238,1.15813116
41,29,0.04361101,0.05533741,5.39130149,0.83487879
41,30,-0.56259161,0.12930645,6.11609837,1.21847208
41,31,0.18724287,0.10118333,2.34121084,0.67470897
41,32,-0.08908687,0.02803094,9.85238023,1.64987901
41,33,-0.42876919,0.09905199,7.56629201,1.07851058
41,34,0.07689087,0.0782359,8.71955973,1.67987788
41,35,0.09108967,0.06144726,8.39649291,1.66156549
41,36,-0.09448836,0.05657596,7.83434264,1.28460591
41,37,0.37267957,0.09621332,9.15941853,1.52699618
41,38,0.2551699,0.08647058,4.94059756,1.07088772
41,39,-0.10412561,0.1170202,-0.8912557,0.12615486
41,40,0.02227162,0.07691949,0.42802227,0.09377651
41,41,1.70931234,0.08916706,14.69787048,2.51200202
41,42,-0.16351621,0.04244119,13.77734149,2.90984601
41,43,-1.17607301,0.06425339,14.67444733,2.70444123
41,44,-0.32997156,0.04369567,8.06061882,1.73009262
41,45,-0.0502626,0.06197583,8.94183121,1.58627284
41,46,0.10984834,0.08479564,7.15264964,0.91444368
41,47,0.25078268,0.06641827,7.60646592,1.4978655
41,48,0.19431611,0.0578942,10.43009708,2.04796417
41,49,-0.40389866,0.08949168,9.77082013,1.72889177
41,50,0.02599006,0.04791175,7.45630871,1.8104951
41,51,-0.02627059,0.04333041,5.36535763,1.41068021
41,52,0.05803931,0.06727316,7.5645065,1.67694327
41,53,0.56251708,0.1456784,7.46503914,1.47151469
41,54,0.02430569,0.05181123,-0.52932913,0.26099416
41,55,0.06176596,0.10097972,5.81148954,0.38956216
42,1,0.12022098,0.04213552,-8.11601186,0.56091363
42,2,0.10984043,0.04949132,-8.34980008,0.5489204
42,3,0.32385537,0.07914852,3.70252482,0.39438824
42,4,0.06310247,0.04071693,6.39574131,1.41360187
42,5,-0.02491002,0.02062287,-0.67779729,0.19512375
42,6,-0.25845013,0.03228601,8.8368445,1.59018555
42,7,-0.3219246,0.04334247,0.99231498,0.25078925
42,8,-0.04035357,0.0183575,10.2789327,2.15231465
42,9,0.07808055,0.02591796,10.15941165,1.90055884
42,10,0.08495292,0.02864363,9.83212384,1.93050725
42,11,0.62027056,0.17137418,-1.53493202,0.11839566
42,12,0.08007677,0.02599557,-2.65832402,0.40149473
42,13,-0.03834299,0.01770742,-10.25150011,0.77567031
42,14,-0.03810789,0.01707865,-9.37652916,0.69931863
42,15,-0.04456625,0.02670307,-9.25065214,0.65096559
42,16,0.03544996,0.01968603,-8.84502791,0.67957068
42,17,-0.06270392,0.01276405,-3.39482146,0.39107098
42,18,-0.04979235,0.01241752,-0.15174923,0.75270201
42,19,-0.05844961,0.01405777,-4.93571335,0.44855246
42,20,0.01259667,0.02298641,-2.9849268,0.8896059
42,21,-0.11575757,0.02845647,6.77787387,1.47242443
42,22,0.12457026,0.04987786,4.19652787,0.78830357
42,23,-0.0143395,0.00839287,5.42644426,0.957418
42,24,0.01387111,0.03389426,8.67000769,1.40619697
42,25,-0.05569394,0.04150752,6.47770241,0.94772698
42,26,-0.01000641,0.03906958,6.15506722,1.2718407
42,27,0.21058444,0.04393995,4.83200306,1.18143456
42,28,0.15826787,0.07530309,4.42962053,1.37594866
42,29,-0.02657976,0.04049985,6.29304839,1.16931299
42,30,0.11364226,0.03930682,6.53634492,1.52514119
42,31,0.06829465,0.0361841,2.56272064,0.8278221
42,32,0.02116267,0.01752646,10.37480539,2.16842831
42,33,0.09986593,0.0378572,8.71219701,1.56381845
42,34,0.03464335,0.016598,10.57712117,2.37054514
42,35,-0.22687356,0.01814044,11.60661281,2.49695848
42,36,0.00295613,0.02421088,9.68170208,1.87373727
42,37,-0.03950443,0.03834018,11.26815769,2.24630996
42,38,-0.00430801,0.04127419,6.70226007,1.61456418
42,39,0.20989517,0.05132161,-1.03005114,0.13246642
42,40,-0.55513271,0.15473828,1.08531753,0.13095376
42,41,-0.16351621,0.04244119,13.77734149,2.90984601
42,42,0.5459077,0.03326457,21.72572939,4.74194738
42,43,0.21462392,0.04699823,13.88038848,3.15274556
42,44,-0.22928823,0.02243399,9.10060122,2.28217598
42,45,-0.03681933,0.04302181,9.53357141,2.08321853
42,46,0.02739171,0.03030544,7.43502609,1.29562796
42,47,-0.00191103,0.04676637,8.16136491,2.0459049
42,48,0.04059423,0.02347661,12.06324796,2.85550404
42,49,0.01744063,0.03349892,9.99011066,2.20957227
42,50,-0.09338842,0.03456973,7.7095295,2.32509964
42,51,-0.10419979,0.02801457,5.22355142,1.65424089
42,52,-0.11504884,0.0401241,7.99001291,2.15728054
42,53,-0.60009705,0.15887493,7.92959824,1.90702605
42,54,0.11973969,0.02942378,-1.84691187,0.19593717
42,55,-0.10488676,0.0411938,5.73560298,0.59342685
43,1,0.04589759,0.04709532,-7.06207065,0.44187809
43,2,0.27574332,0.10646382,-6.99507895,0.38833331
43,3,0.02216095,0.0563093,3.28395423,0.28879299
43,4,-0.11645825,0.11112406,6.31459171,1.17576116
43,5,0.0078093,0.04620301,-0.68501536,0.15659501
43,6,-0.12226475,0.13625576,6.78328921,1.146938
43,7,-0.11882119,0.07142062,-0.30556526,0.19027114
43,8,-0.11762143,0.03629801,9.8255573,1.80962411
43,9,0.21342647,0.03878546,9.67422029,1.54680401
43,10,0.35520871,0.08211701,9.16944986,1.5072966
43,11,0.38571848,0.15876455,-0.77459323,0.12281287
43,12,0.0232612,0.02452538,-3.12483702,0.36872814
43,13,0.10272702,0.04333486,-9.49420142,0.70923613
43,14,-0.1474812,0.05008369,-8.91215337,0.66457088
43,15,-0.0637153,0.0232619,-8.49592105,0.60389148
43,16,0.03197177,0.02199455,-8.2282594,0.55453776
43,17,-0.05634574,0.02267228,-3.79699325,0.25698563
43,18,0.05735369,0.01874014,-1.33837274,0.54623106
43,19,-0.19911659,0.05868371,-4.54582308,0.58016675
43,20,-0.02288882,0.01912787,-2.82906549,0.75668219
43,21,0.06231191,0.04030348,6.13554536,1.19492803
43,22,0.0576048,0.06970898,4.31506004,0.65841482
43,23,-0.00857844,0.02219213,4.93892543,0.69654801
43,24,0.23688154,0.04280659,7.91630445,1.12206714
43,25,-0.21242633,0.07148592,6.18434545,0.70734408
43,26,-0.22266742,0.10618572,5.98406288,1.07256565
43,27,0.6321927,0.26163339,4.48846833,0.95669408
43,28,0.06420103,0.08848291,4.8776717,1.26303895
43,29,-0.04757323,0.03565228,5.80608332,0.96725505
43,30,0.03610792,0.06072041,6.15588587,1.27466708
43,31,-0.03346331,0.08327815,2.58169777,0.753259
43,32,-0.12745384,0.0484016,10.3579395,1.83809242
43,33,0.2512349,0.10894133,7.87636829,1.21497367
43,34,-0.05581567,0.08154823,9.24485266,1.84880356
43,35,-0.1172521,0.05860865,8.90950122,1.89794804
43,36,-0.03308001,0.04576423,8.09614019,1.42303472
43,37,0.11047611,0.04401676,9.39829141,1.68299721
43,38,-0.0468544,0.05924382,5.11036661,1.19841066
43,39,0.08509043,0.08274462,-1.01598735,0.10131255
43,40,0.01231547,0.06684954,0.29360631,0.07135748
43,41,-1.17607301,0.06425339,14.67444733,2.70444123
43,42,0.21462392,0.04699823,13.88038848,3.15274556
43,43,1.47235225,0.08936213,15.94695112,3.11872263
43,44,-0.19719076,0.04153585,8.20483874,1.86931749
43,45,-0.11448447,0.0477101,9.14341518,1.73717271
43,46,-0.21436114,0.07500382,7.44339275,1.05424685
43,47,-0.17074421,0.0527591,8.02577797,1.71004809
43,48,0.03378437,0.05073918,10.65521518,2.26127195
43,49,0.01651192,0.05875529,9.86287012,1.84580076
43,50,-0.16758329,0.0345924,7.75050095,1.99090306
43,51,0.0822796,0.06853905,5.40276064,1.48327395
43,52,-0.26180115,0.05668782,7.86291463,1.87112429
43,53,-0.61946826,0.22009744,7.77454215,1.64938933
43,54,-0.03682386,0.03531812,-0.47528716,0.28246891
43,55,0.09148117,0.04969653,5.97876567,0.45984022
44,1,0.07038917,0.05104876,-4.50228788,0.3564971
44,2,-0.06178122,0.04351479,-4.16590712,0.36739634
44,3,0.14359409,0.16112997,2.05360556,0.27724929
44,4,-0.04834986,0.06324305,3.72185715,0.84566997
44,5,-0.13251284,0.10500351,-0.50542625,0.10473481
44,6,0.21843524,0.07593606,4.19653627,0.84358802
44,7,-0.13804145,0.05783228,0.06473422,0.10500023
44,8,0.07162592,0.06101504,5.87627377,1.28184193
44,9,0.10682343,0.07202184,5.92665525,1.15639892
44,10,-0.22842134,0.08108008,5.6673198,1.16453961
44,11,0.00697276,0.10107644,-0.41767964,0.04869913
44,12,0.036888,0.03401824,-2.83357437,0.33329419
44,13,-0.05614941,0.05472861,-6.05529584,0.46531176
44,14,0.04083548,0.04530485,-5.86931188,0.4773048
44,15,-0.00030128,0.05177928,-5.58682586,0.46476291
44,16,-0.12401388,0.03915655,-5.35478498,0.45259987
44,17,-0.14656848,0.03404565,-2.77455926,0.33289285
44,18,0.0180975,0.01340065,-1.99265792,0.34368814
44,19,0.10447332,0.01833245,-3.791739,0.31469458
44,20,0.11101345,0.03549867,-2.75466497,0.30668458
44,21,0.20576973,0.07581037,3.2161457,0.79407283
44,22,-0.12366503,0.07249248,2.45233515,0.48551793
44,23,-0.0421051,0.02363464,2.45567905,0.53219743
44,24,-0.34743985,0.04846221,4.52681191,0.85693353
44,25,0.06135952,0.08731418,3.41868123,0.55659597
44,26,0.24321356,0.04082116,3.08733932,0.70362425
44,27,0.21975719,0.12296493,2.79828495,0.6702921
44,28,-0.30578063,0.13674667,2.95431714,0.82463102
44,29,0.10142351,0.04341063,3.1033972,0.66434723
44,30,0.37897167,0.04544487,3.46550666,0.85181228
44,31,0.08031039,0.10897353,1.33363827,0.46853624
44,32,0.01430443,0.03686439,5.58574072,1.23508293
44,33,0.07733198,0.07908358,4.37516567,0.90535581
44,34,-0.10834697,0.05816143,5.31092189,1.29830346
44,35,0.06346195,0.03470892,5.17739832,1.31741554
44,36,0.2293925,0.0932296,4.62280703,1.04493193
44,37,-0.35833313,0.05443426,5.61294406,1.22483337
44,38,-0.19560882,0.09219057,3.31782114,0.85512184
44,39,-0.27932064,0.09065959,-0.42858519,0.06765517
44,40,-0.1576821,0.06797371,0.44468996,0.07044832
44,41,-0.32997156,0.04369567,8.06061882,1.73009262
44,42,-0.22928823,0.02243399,9.10060122,2.28217598
44,43,-0.19719076,0.04153585,8.20483874,1.86931749
44,44,1.84350836,0.11285977,6.0660428,1.39317779
