ID,Site,Old_Site,Paper_ID,Year,Population,Collection,ID,Extraction Plate,Position,Nanodrop ng/uL ,260/280,260/230,Qubit (ng/uL),Quality Sample Plate,Position,Volume,Volume for 150 ng,Volume Dispensed,Submission Plate,Position,Volume,Qubit (ng/uL),Notes
175,Rock Creek,Rock Creek,11,2016,S15,Timeseries,175,R-4,D10,69.8,1.8,1.7,16.9,Quality Extraction Plate 2 Mimulus Angert 2020 DM,E10,30,9,25,Angert Mimulus – 2,E10,25,16.9,
176,Rock Creek,Rock Creek,11,2016,S15,Timeseries,176,R-4,E10,73.2,1.8,1.7,19.8,Quality Extraction Plate 2 Mimulus Angert 2020 DM,F10,30,8,25,Angert Mimulus – 2,F10,25,19.8,
177,Rock Creek,Rock Creek,11,2016,S15,Timeseries,177,02-Feb,G10,137.1,1.9,2.1,21.9,Quality Extraction Plate 2 Mimulus Angert 2020 DM,G10,45,7,40,Angert Mimulus – 2,G10,40,21.9,
178,Rock Creek,Rock Creek,11,2016,S15,Timeseries,178,02-Feb,H10,102.3,1.9,1.8,25.2,Quality Extraction Plate 2 Mimulus Angert 2020 DM,H10,45,6,40,Angert Mimulus – 2,H10,40,25.2,
179,Rock Creek,Rock Creek,11,2016,S15,Timeseries,179,R-4,G10,237.8,1.9,2.1,72.7,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,C12,40,3,40,Angert Mimulus – 8,C12,40,72.7,
180,Rock Creek,Rock Creek,11,2016,S15,Timeseries,180,R-3,E5,38.3,1.9,1.8,8.6,Quality Extraction Plate 2 Mimulus Angert 2020 DM,A11,30,18,25,Angert Mimulus – 2,A11,25,8.59,
181,Rock Creek,Rock Creek,11,2016,S15,Timeseries,181,02-Feb,B11,342.7,1.9,2.4,41.7,Quality Extraction Plate 2 Mimulus Angert 2020 DM,B11,45,4,40,Angert Mimulus – 2,B11,40,41.7,
182,Rock Creek,Rock Creek,11,2016,S15,Timeseries,182,R-4,H10,91.7,1.8,2.1,27.3,Quality Extraction Plate 2 Mimulus Angert 2020 DM,C11,30,6,25,Angert Mimulus – 2,C11,25,27.3,
183,Rock Creek,Rock Creek,11,2016,S15,Timeseries,183,02-Feb,D11,245.6,1.9,2.2,34,Quality Extraction Plate 2 Mimulus Angert 2020 DM,D11,45,5,40,Angert Mimulus – 2,D11,40,34,
769,Salmon River 2,Salmon River 2 (Nordheimer Creek),46,2009,,Baseline,769,01-Jun,B11,94.2,1.8,1.9,12.2,Quality Mimulus Plate 6 Angert/Rieseberg DM Nov 2020,B11,45,13,40,Angert Mimulus – 6,B11,40,12.2,
770,Salmon River 3,Salmon River 2 (Nordheimer Creek),46,2009,,Baseline,770,01-Jun,C11,1006.8,2,2.4,114,Quality Mimulus Plate 6 Angert/Rieseberg DM Nov 2020,C11,45,2,40,Angert Mimulus – 6,C11,40,114,
771,Salmon River 4,Salmon River 2 (Nordheimer Creek),46,2009,,Baseline,771,01-Jun,D11,1000.9,2,2.3,97.2,Quality Mimulus Plate 6 Angert/Rieseberg DM Nov 2020,D11,45,2,40,Angert Mimulus – 6,D11,40,97.2,
772,Salmon River 5,Salmon River 2 (Nordheimer Creek),46,2009,,Baseline,772,01-Jun,E11,169.1,1.9,2.1,43.7,Quality Mimulus Plate 6 Angert/Rieseberg DM Nov 2020,E11,45,4,40,Angert Mimulus – 6,E11,40,43.7,
773,Salmon River 6,Salmon River 2 (Nordheimer Creek),46,2009,,Baseline,773,01-Jun,F11,296,1.9,2.2,54.4,Quality Mimulus Plate 6 Angert/Rieseberg DM Nov 2020,F11,45,3,40,Angert Mimulus – 6,F11,40,54.4,
774,Salmon River 7,Salmon River 2 (Nordheimer Creek),46,2009,,Baseline,774,01-Jun,G11,65.8,1.8,1.8,33.3,Quality Mimulus Plate 6 Angert/Rieseberg DM Nov 2020,G11,45,5,40,Angert Mimulus – 6,G11,40,33.3,
775,Salmon River 8,Salmon River 2 (Nordheimer Creek),46,2009,,Baseline,775,01-Jun,H11,85,1.8,2,44.2,Quality Mimulus Plate 6 Angert/Rieseberg DM Nov 2020,H11,45,4,40,Angert Mimulus – 6,H11,40,44.2,
776,Salmon River 9,Salmon River 2 (Nordheimer Creek),46,2009,,Baseline,776,01-Jun,A12,123.1,1.9,2.1,40,Quality Mimulus Plate 6 Angert/Rieseberg DM Nov 2020,A12,45,4,40,Angert Mimulus – 6,A12,40,40,
777,Shasta Costa Creek,Shasta Costa Creek,50,2008,,Baseline,777,01-Jun,B12,211.8,1.9,2.3,46.6,Quality Mimulus Plate 6 Angert/Rieseberg DM Nov 2020,B12,45,4,40,Angert Mimulus – 6,B12,40,46.6,
778,Shasta Costa Creek,Shasta Costa Creek,50,2008,,Baseline,778,01-Jun,C12,127.3,1.9,2.2,6.5,Quality Mimulus Plate 6 Angert/Rieseberg DM Nov 2020,C12,45,24,40,Angert Mimulus – 6,C12,40,6.52,
779,Shasta Costa Creek,Shasta Costa Creek,50,2008,,Baseline,779,01-Jun,D12,363.6,1.9,2.4,57.9,Quality Mimulus Plate 6 Angert/Rieseberg DM Nov 2020,D12,45,3,40,Angert Mimulus – 6,D12,40,57.9,
780,Slate Creek,Slate Creek,45,2008,,Baseline,780,01-Jun,E12,155.9,1.9,2.1,27.7,Quality Mimulus Plate 6 Angert/Rieseberg DM Nov 2020,E12,45,6,40,Angert Mimulus – 6,E12,40,27.7,
781,Slate Creek,Slate Creek,45,2008,,Baseline,781,01-Jun,F12,195.8,2,2.1,43.7,Quality Mimulus Plate 6 Angert/Rieseberg DM Nov 2020,F12,45,4,40,Angert Mimulus – 6,F12,40,43.7,
782,Slate Creek,Slate Creek,45,2008,,Baseline,782,01-Jun,G12,358.2,1.9,2.3,75.6,Quality Mimulus Plate 6 Angert/Rieseberg DM Nov 2020,G12,45,2,40,Angert Mimulus – 6,G12,40,75.6,
783,Slate Creek,Slate Creek,45,2008,,Baseline,783,01-Jun,H12,80.7,1.8,1.8,27.9,Quality Mimulus Plate 6 Angert/Rieseberg DM Nov 2020,H12,45,6,40,Angert Mimulus – 6,H12,40,27.9,
784,Smith River,Smith River,47,2009,,Baseline,784,01-Aug,A1,178.2,1.9,1.8,27.1,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,A1,30,6,35,Angert Mimulus – 8,A1,35,27.1,
785,Smith River,Smith River,47,2009,,Baseline,785,01-Aug,B1,255.3,1.9,2,42.6,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,B1,30,4,35,Angert Mimulus – 8,B1,35,42.6,
786,Smith River,Smith River,47,2009,,Baseline,786,01-Aug,C1,284.8,1.9,2,40.6,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,C1,30,4,35,Angert Mimulus – 8,C1,35,40.6,
787,Smith River,Smith River,47,2009,,Baseline,787,01-Aug,D1,204.3,1.8,1.8,15.3,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,D1,30,10,25,Angert Mimulus – 8,D1,25,15.3,
788,Smith River,Smith River,47,2009,,Baseline,788,01-Aug,E1,133.2,1.9,1.8,9.1,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,E1,30,17,35,Angert Mimulus – 8,E1,35,9.06,
789,South Fork,South Fork,41,2009,,Baseline,789,01-Aug,F1,121.4,1.9,1.7,17.1,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,F1,30,9,35,Angert Mimulus – 8,F1,35,17.1,
790,South Fork,South Fork,41,2009,,Baseline,790,R-5,H1,108,1.8,1.9,38.6,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,G1,30,4,30,Angert Mimulus – 8,G1,30,38.6,
791,South Fork,South Fork,41,2009,,Baseline,791,01-Aug,H1,226.1,1.9,1.9,3.7,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,H1,30,41,35,Angert Mimulus – 8,H1,35,3.7,
793,South Fork,South Fork,41,2009,,Baseline,793,01-Aug,A2,361.7,1.8,1.9,35.6,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,A2,30,5,25,Angert Mimulus – 8,A2,25,35.6,
794,Susan Creek,Susan Creek,54,2010,,Baseline,794,R-5,C6,39.2,1.8,2.4,23.1,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,B2,30,7,25,Angert Mimulus – 8,B2,25,23.1,
1,Sweetwater,Sweetwater,1,2010,S02,Both,1,R-3,A1,163.2,1.9,2,20.4,Mimulus Plate 1 Quality Extractions Aug 2020,A1,43,8,25,Angert Mimulus – 1,A1,25,20.4,
2,Sweetwater,Sweetwater,1,2010,S02,Both,2,R-3,B1,72,1.9,1.9,6.8,Mimulus Plate 1 Quality Extractions Aug 2020,B1,45,22,25,Angert Mimulus – 1,B1,25,6.82,
3,Sweetwater,Sweetwater,1,2010,S02,Both,3,02-Jan,A1,557.5,1.8,2,14.8,Mimulus Plate 1 Quality Extractions Aug 2020,C1,30,11,25,Angert Mimulus – 1,C1,25,14.8,
5,Sweetwater,Sweetwater,1,2010,S02,Both,5,02-Jan,C1,318.8,1.9,1.8,19.7,Mimulus Plate 1 Quality Extractions Aug 2020,E1,30,8,25,Angert Mimulus – 1,E1,25,19.7,
6,Sweetwater,Sweetwater,1,2010,S02,Both,6,R-5,A1,385.3,1.9,2.3,91.2,Mimulus Plate 1 Quality Extractions Aug 2020,F1,30,2,25,Angert Mimulus – 1,F1,25,91.2,
7,Sweetwater,Sweetwater,1,2010,S02,Both,7,03-Jan,B1,27.5,1.9,2.2,7.1,Mimulus Plate 1 Quality Extractions Aug 2020,G1,70,22,25,Angert Mimulus – 1,G1,25,7.13,
8,Sweetwater,Sweetwater,1,2010,S02,Both,8,R-3,C1,165.3,1.9,2.2,38.9,Mimulus Plate 1 Quality Extractions Aug 2020,H1,43,4,25,Angert Mimulus – 1,H1,25,38.9,
799,Sweetwater,Sweetwater River,1,2010,S02,Both,799,R-2,C10,287.4,1.9,2.2,11.7,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,C2,40,13,35,Angert Mimulus – 8,C2,35,11.7,
800,Sweetwater,Sweetwater River,1,2010,S02,Both,800,R-2,D10,601.6,1.8,2.3,10.3,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,D2,40,15,35,Angert Mimulus – 8,D2,35,10.3,
9,Sweetwater,Sweetwater,1,2011,S02,Timeseries,9,03-Jan,D1,14.7,1.7,2.2,10,Mimulus Plate 1 Quality Extractions Aug 2020,A2,65,16,25,Angert Mimulus – 1,A2,25,9.99,
10,Sweetwater,Sweetwater,1,2011,S02,Timeseries,10,03-Jan,E1,27,2,2.1,11,Mimulus Plate 1 Quality Extractions Aug 2020,B2,65,14,25,Angert Mimulus – 1,B2,25,11,
11,Sweetwater,Sweetwater,1,2011,S02,Timeseries,11,02-Jan,H1,224,1.8,1.7,3.2,Mimulus Plate 1 Quality Extractions Aug 2020,C2,30,47,,Angert Mimulus – 1,C2,,3.2,
12,Sweetwater,Sweetwater,1,2011,S02,Timeseries,12,02-Jan,A2,216.4,1.9,1.8,13,Mimulus Plate 1 Quality Extractions Aug 2020,D2,30,12,25,Angert Mimulus – 1,D2,25,13,
13,Sweetwater,Sweetwater,1,2011,S02,Timeseries,13,02-Jan,B2,332.4,1.9,2,14.1,Mimulus Plate 1 Quality Extractions Aug 2020,E2,30,11,25,Angert Mimulus – 1,E2,25,14.1,
14,Sweetwater,Sweetwater,1,2011,S02,Timeseries,14,03-Jan,F1,21.8,2.1,1.9,3,Mimulus Plate 1 Quality Extractions Aug 2020,F2,70,50,50,Angert Mimulus – 1,F2,50,3.02,
15,Sweetwater,Sweetwater,1,2011,S02,Timeseries,15,R-4,A7,32.2,1.8,1.5,15.9,Mimulus Plate 1 Quality Extractions Aug 2020,G2,45,10,25,Angert Mimulus – 1,G2,25,15.9,
16,Sweetwater,Sweetwater,1,2012,S02,Timeseries,16,03-Jan,H1,24.1,1.9,1.9,12.8,Mimulus Plate 1 Quality Extractions Aug 2020,H2,70,12,25,Angert Mimulus – 1,H2,25,12.8,
17,Sweetwater,Sweetwater,1,2012,S02,Timeseries,17,03-Jan,A2,13.6,1.8,1.9,6.2,Mimulus Plate 1 Quality Extractions Aug 2020,A3,70,25,25,Angert Mimulus – 1,A3,25,6.17,
18,Sweetwater,Sweetwater,1,2012,S02,Timeseries,18,R-2,B3,129.8,1.9,2.4,22.2,Mimulus Plate 1 Quality Extractions Aug 2020,B3,45,7,25,Angert Mimulus – 1,B3,25,22.2,
19,Sweetwater,Sweetwater,1,2012,S02,Timeseries,19,R-3,D1,171.6,1.9,2,27.3,Mimulus Plate 1 Quality Extractions Aug 2020,C3,40,6,25,Angert Mimulus – 1,C3,25,27.3,
20,Sweetwater,Sweetwater,1,2012,S02,Timeseries,20,02-Jan,A3,384.6,1.9,2,10,Mimulus Plate 1 Quality Extractions Aug 2020,D3,30,16,,Angert Mimulus – 1,D3,,9.98,
21,Sweetwater,Sweetwater,1,2012,S02,Timeseries,21,03-Jan,D2,14,1.8,1.9,8.7,Mimulus Plate 1 Quality Extractions Aug 2020,E3,70,18,25,Angert Mimulus – 1,E3,25,8.67,
22,Sweetwater,Sweetwater,1,2013,S02,Timeseries,22,R-3,E1,106.2,1.8,1.9,30.3,Mimulus Plate 1 Quality Extractions Aug 2020,F3,45,5,25,Angert Mimulus – 1,F3,25,30.3,
23,Sweetwater,Sweetwater,1,2013,S02,Timeseries,23,03-Jan,F2,5,2.1,1.6,2.9,Mimulus Plate 1 Quality Extractions Aug 2020,G3,65,50,50,Angert Mimulus – 1,G3,50,2.94,
24,Sweetwater,Sweetwater,1,2013,S02,Timeseries,24,R-3,F1,55.9,1.8,1.9,27.6,Mimulus Plate 1 Quality Extractions Aug 2020,H3,43,6,25,Angert Mimulus – 1,H3,25,27.6,
25,Sweetwater,Sweetwater,1,2013,S02,Timeseries,25,R-3,G1,53.7,1.9,1.6,16.6,Mimulus Plate 1 Quality Extractions Aug 2020,A4,43,10,25,Angert Mimulus – 1,A4,25,16.6,
26,Sweetwater,Sweetwater,1,2013,S02,Timeseries,26,02-Jan,G3,369.6,1.9,1.7,10.4,Mimulus Plate 1 Quality Extractions Aug 2020,B4,30,15,25,Angert Mimulus – 1,B4,25,10.4,
27,Sweetwater,Sweetwater,1,2013,S02,Timeseries,27,R-5,C1,111.6,1.8,2.4,67.4,Mimulus Plate 1 Quality Extractions Aug 2020,C4,30,3,25,Angert Mimulus – 1,C4,25,67.4,
28,Sweetwater,Sweetwater,1,2014,S02,Timeseries,28,R-5,D1,180.7,1.8,2.1,74.4,Mimulus Plate 1 Quality Extractions Aug 2020,D4,30,3,25,Angert Mimulus – 1,D4,25,74.4,
29,Sweetwater,Sweetwater,1,2014,S02,Timeseries,29,03-Jan,C3,22.3,1.9,1.9,8.2,Mimulus Plate 1 Quality Extractions Aug 2020,E4,70,19,25,Angert Mimulus – 1,E4,25,8.2,
30,Sweetwater,Sweetwater,1,2014,S02,Timeseries,30,R-3,A2,165.1,1.9,2.1,20.2,Mimulus Plate 1 Quality Extractions Aug 2020,F4,40,8,25,Angert Mimulus – 1,F4,25,20.2,
31,Sweetwater,Sweetwater,1,2014,S02,Timeseries,31,R-4,E7,21.3,1.7,1.6,4.3,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,A12,40,35,40,Angert Mimulus – 8,A12,40,4.3,
32,Sweetwater,Sweetwater,1,2014,S02,Timeseries,32,03-Jan,E3,39.4,1.8,2.2,20.3,Mimulus Plate 1 Quality Extractions Aug 2020,G4,70,8,25,Angert Mimulus – 1,G4,25,20.3,
33,Sweetwater,Sweetwater,1,2014,S02,Timeseries,33,R-3,B2,309.6,1.9,2.2,55.8,Mimulus Plate 1 Quality Extractions Aug 2020,H4,43,3,25,Angert Mimulus – 1,H4,25,55.8,
34,Sweetwater,Sweetwater,1,2014,S02,Timeseries,34,R-4,F7,367.2,1.9,2.3,63.5,Mimulus Plate 1 Quality Extractions Aug 2020,A5,43,3,25,Angert Mimulus – 1,A5,25,63.5,
35,Sweetwater,Sweetwater,1,2014,S02,Timeseries,35,R-3,C2,133.6,1.9,2,23,Mimulus Plate 1 Quality Extractions Aug 2020,B5,43,7,25,Angert Mimulus – 1,B5,25,23,
36,Sweetwater,Sweetwater,1,2014,S02,Timeseries,36,R-3,D2,120,1.9,2,22.7,Mimulus Plate 1 Quality Extractions Aug 2020,C5,43,7,25,Angert Mimulus – 1,C5,25,22.7,
37,Sweetwater,Sweetwater,1,2014,S02,Timeseries,37,R-5,G1,88.9,1.9,2.1,39.2,Mimulus Plate 1 Quality Extractions Aug 2020,D5,30,4,25,Angert Mimulus – 1,D5,25,39.2,
812,Tenaya Creek - Yosemite,Tenaya Creek - Yosemite,26,2008,,Baseline,812,01-Jun,C3,119.2,1.8,2.1,44,Quality Mimulus Plate 6 Angert/Rieseberg DM Nov 2020,C3,45,4,40,Angert Mimulus – 6,C3,40,44,
813,Tenaya Creek - Yosemite,Tenaya Creek - Yosemite,26,2008,,Baseline,813,R-2,E10,301.4,1.9,2.1,6.8,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,E2,40,22,35,Angert Mimulus – 8,E2,35,6.83,
814,Tenaya Creek - Yosemite,Tenaya Creek - Yosemite,26,2008,,Baseline,814,01-Aug,F2,311.5,1.9,2,56.8,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,F2,30,3,30,Angert Mimulus – 8,F2,30,56.8,
815,Tenaya Creek - Yosemite,Tenaya Creek - Yosemite,26,2008,,Baseline,815,01-Aug,G2,158.2,1.8,1.7,64.3,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,G2,30,3,30,Angert Mimulus – 8,G2,30,64.3,
817,Trib to W Fork Mojave River,Trib to W Fork Mojave River,19,2010,,Baseline,817,01-Aug,H2,115.9,1.8,1.6,10.3,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,H2,30,15,25,Angert Mimulus – 8,H2,25,10.3,
818,Trib to W Fork Mojave River,Trib to W Fork Mojave River,19,2010,,Baseline,818,01-Aug,A3,727.9,1.9,2.2,93.5,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,A3,30,2,25,Angert Mimulus – 8,A3,25,93.5,
819,Trib to W Fork Mojave River,Trib to W Fork Mojave River,19,2010,,Baseline,819,01-Aug,B3,521.5,1.8,2.1,50.8,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,B3,30,3,25,Angert Mimulus – 8,B3,25,50.8,
821,Trib to W Fork Mojave River,Trib to W Fork Mojave River,19,2010,,Baseline,821,01-Aug,C3,216.5,1.9,1.9,38.4,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,C3,30,4,25,Angert Mimulus – 8,C3,25,38.4,
822,Trinity,Trinity,44,2008,,Baseline,822,01-Aug,D3,202.3,1.8,1.7,53,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,D3,30,3,25,Angert Mimulus – 8,D3,25,53,
823,Trinity,Trinity,44,2008,,Baseline,823,01-Aug,E3,334,1.9,2,43.1,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,E3,30,4,25,Angert Mimulus – 8,E3,25,43.1,
824,Unknown Creek (seep feeding Chiquito Creek),Unknown Creek (seep feeding Chiquito Creek),24,2009,,Baseline,824,01-Aug,F3,280.9,1.9,2,47.3,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,F3,30,4,25,Angert Mimulus – 8,F3,25,47.3,
825,Unknown Creek (seep feeding Chiquito Creek),Unknown Creek (seep feeding Chiquito Creek),24,2009,,Baseline,825,01-Aug,G3,148.1,1.9,1.8,16.4,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,G3,30,10,25,Angert Mimulus – 8,G3,25,16.4,
826,Unknown Creek (seep feeding Chiquito Creek),Unknown Creek (seep feeding Chiquito Creek),24,2009,,Baseline,826,01-Aug,H3,891.7,1.9,2.1,141,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,H3,30,2,25,Angert Mimulus – 8,H3,25,141,
827,Unknown Creek (seep feeding Chiquito Creek),Unknown Creek (seep feeding Chiquito Creek),24,2009,,Baseline,827,01-Aug,A4,190.6,1.8,1.9,33.1,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,A4,30,5,25,Angert Mimulus – 8,A4,25,33.1,
828,Unknown Creek (seep feeding Chiquito Creek),Unknown Creek (seep feeding Chiquito Creek),24,2009,,Baseline,828,01-Aug,B4,141.3,1.8,1.6,29,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,B4,30,6,25,Angert Mimulus – 8,B4,25,29,
829,Unknown Creek (seep feeding Chiquito Creek),Unknown Creek (seep feeding Chiquito Creek),24,2009,,Baseline,829,01-Aug,C4,235.6,1.8,1.8,72.2,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,C4,30,3,25,Angert Mimulus – 8,C4,25,72.2,
830,Unknown Creek (seep feeding Chiquito Creek),Unknown Creek (seep feeding Chiquito Creek),24,2009,,Baseline,830,01-Aug,D4,252.7,1.9,2,29.1,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,D4,30,6,25,Angert Mimulus – 8,D4,25,29.1,
831,Unknown Creek (seep feeding Chiquito Creek),Unknown Creek (seep feeding Chiquito Creek),24,2009,,Baseline,831,01-Aug,E4,256.2,1.8,1.9,88.4,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,E4,30,2,25,Angert Mimulus – 8,E4,25,88.4,
832,Unknown Creek (seep feeding Chiquito Creek),Unknown Creek (seep feeding Chiquito Creek),24,2009,,Baseline,832,R-2,F10,458,1.9,2.3,16.6,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,F4,30,10,25,Angert Mimulus – 8,F4,25,16.6,
833,Unknown Creek (seep feeding Chiquito Creek),Unknown Creek (seep feeding Chiquito Creek),24,2009,,Baseline,833,01-Aug,G4,172.7,1.8,1.8,56.3,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,G4,30,3,25,Angert Mimulus – 8,G4,25,56.3,
305,Wawona,Wawona,5,2010,S32,Both,305,01-Apr,C2,160,1.9,2.3,17,Quality Mimulus Plate 4 Angert 2020 DM,C2,65,9,40,Angert Mimulus – 4,C2,40,17,
306,Wawona,Wawona,5,2010,S32,Both,306,01-Apr,D2,442.2,1.9,2.3,34.3,Quality Mimulus Plate 4 Angert 2020 DM,D2,65,5,40,Angert Mimulus – 4,D2,40,34.3,
307,Wawona,Wawona,5,2010,S32,Both,307,01-Apr,E2,60,1.7,2.1,7.6,Quality Mimulus Plate 4 Angert 2020 DM,E2,65,20,40,Angert Mimulus – 4,E2,40,7.63,
308,Wawona,Wawona,5,2010,S32,Both,308,01-Apr,F2,171.3,1.9,2.4,15.2,Quality Mimulus Plate 4 Angert 2020 DM,F2,65,10,40,Angert Mimulus – 4,F2,40,15.2,
309,Wawona,Wawona,5,2010,S32,Both,309,01-Apr,G2,438.7,1.9,2.3,5.5,Quality Mimulus Plate 4 Angert 2020 DM,G2,65,28,40,Angert Mimulus – 4,G2,40,5.5,
310,Wawona,Wawona,5,2010,S32,Both,310,01-Apr,H2,167.2,1.9,2.3,12.9,Quality Mimulus Plate 4 Angert 2020 DM,H2,65,12,40,Angert Mimulus – 4,H2,40,12.9,
311,Wawona,Wawona,5,2010,S32,Both,311,01-Apr,A3,132,1.8,2.2,18.8,Quality Mimulus Plate 4 Angert 2020 DM,A3,65,8,40,Angert Mimulus – 4,A3,40,18.8,
312,Wawona,Wawona,5,2012,S32,Timeseries,312,01-Apr,B3,89.7,1.8,2.3,8.8,Quality Mimulus Plate 4 Angert 2020 DM,B3,65,17,40,Angert Mimulus – 4,B3,40,8.83,
313,Wawona,Wawona,5,2012,S32,Timeseries,313,01-Apr,C3,43,1.8,1.5,5.8,Quality Mimulus Plate 4 Angert 2020 DM,C3,65,26,40,Angert Mimulus – 4,C3,40,5.84,
314,Wawona,Wawona,5,2012,S32,Timeseries,314,01-Apr,D3,153.8,1.9,2.4,17.6,Quality Mimulus Plate 4 Angert 2020 DM,D3,65,9,40,Angert Mimulus – 4,D3,40,17.6,
315,Wawona,Wawona,5,2012,S32,Timeseries,315,01-Apr,E3,205.6,1.9,2.4,23,Quality Mimulus Plate 4 Angert 2020 DM,E3,65,7,40,Angert Mimulus – 4,E3,40,23,
316,Wawona,Wawona,5,2012,S32,Timeseries,316,R-2,F7,71.4,1.9,2.1,22.3,Quality Mimulus Plate 4 Angert 2020 DM,F3,65,7,40,Angert Mimulus – 4,F3,40,22.3,
317,Wawona,Wawona,5,2012,S32,Timeseries,317,01-Apr,G3,250.2,1.9,2.3,29.6,Quality Mimulus Plate 4 Angert 2020 DM,G3,65,6,40,Angert Mimulus – 4,G3,40,29.6,
318,Wawona,Wawona,5,2012,S32,Timeseries,318,01-Apr,H3,220.1,1.9,2.3,17.4,Quality Mimulus Plate 4 Angert 2020 DM,H3,65,9,40,Angert Mimulus – 4,H3,40,17.4,
319,Wawona,Wawona,5,2012,S32,Timeseries,319,01-Apr,A4,19.6,1.6,2.4,8.3,Quality Mimulus Plate 4 Angert 2020 DM,A4,65,19,40,Angert Mimulus – 4,A4,40,8.32,
320,Wawona,Wawona,5,2012,S32,Timeseries,320,01-Apr,B4,51.3,1.8,2.2,20,Quality Mimulus Plate 4 Angert 2020 DM,B4,65,8,40,Angert Mimulus – 4,B4,40,20,
321,Wawona,Wawona,5,2012,S32,Timeseries,321,01-Apr,C4,270.7,1.9,2.4,42.8,Quality Mimulus Plate 4 Angert 2020 DM,C4,65,4,40,Angert Mimulus – 4,C4,40,42.8,
322,Wawona,Wawona,5,2014,S32,Timeseries,322,01-Apr,D4,134.3,1.9,2.3,18.9,Quality Mimulus Plate 4 Angert 2020 DM,D4,65,8,40,Angert Mimulus – 4,D4,40,18.9,
323,Wawona,Wawona,5,2014,S32,Timeseries,323,01-Apr,E4,43.1,1.8,2.3,8.7,Quality Mimulus Plate 4 Angert 2020 DM,E4,65,18,40,Angert Mimulus – 4,E4,40,8.65,
324,Wawona,Wawona,5,2014,S32,Timeseries,324,01-Apr,F4,174,1.8,2.3,34.6,Quality Mimulus Plate 4 Angert 2020 DM,F4,65,5,40,Angert Mimulus – 4,F4,40,34.6,
325,Wawona,Wawona,5,2014,S32,Timeseries,325,01-Apr,G4,268.7,1.9,2.4,52,Quality Mimulus Plate 4 Angert 2020 DM,G4,65,3,40,Angert Mimulus – 4,G4,40,52,
326,Wawona,Wawona,5,2014,S32,Timeseries,326,R-2,G7,214.6,1.9,2.2,39.1,Quality Mimulus Plate 4 Angert 2020 DM,H4,65,4,40,Angert Mimulus – 4,H4,40,39.1,
327,Wawona,Wawona,5,2014,S32,Timeseries,327,01-Apr,A5,153.6,1.9,2.3,21.4,Quality Mimulus Plate 4 Angert 2020 DM,A5,65,8,40,Angert Mimulus – 4,A5,40,21.4,
328,Wawona,Wawona,5,2015,S32,Timeseries,328,01-Apr,B5,58.9,1.8,2.3,12.4,Quality Mimulus Plate 4 Angert 2020 DM,B5,65,13,40,Angert Mimulus – 4,B5,40,12.4,
329,Wawona,Wawona,5,2015,S32,Timeseries,329,01-Apr,C5,193.2,1.9,2.3,10.3,Quality Mimulus Plate 4 Angert 2020 DM,C5,65,15,40,Angert Mimulus – 4,C5,40,10.3,
330,Wawona,Wawona,5,2015,S32,Timeseries,330,01-Apr,D5,731.5,2,2.3,75.8,Quality Mimulus Plate 4 Angert 2020 DM,D5,65,2,40,Angert Mimulus – 4,D5,40,75.8,
331,Wawona,Wawona,5,2015,S32,Timeseries,331,01-Apr,E5,672.2,2,2.2,60,Quality Mimulus Plate 4 Angert 2020 DM,E5,65,3,40,Angert Mimulus – 4,E5,40,60,
332,Wawona,Wawona,5,2015,S32,Timeseries,332,R-2,H7,145.8,1.9,2.1,36.4,Quality Mimulus Plate 4 Angert 2020 DM,F5,45,5,40,Angert Mimulus – 4,F5,40,36.4,
